Timestamp;Measured energy production (MWh);Installed power (MW);Hours of storage
2020-09-29 15;230.36;249.5;37.5
2020-09-29 16;224.46;249.5;37.5
2020-09-29 17;146.33;249.5;37.5
2020-09-29 18;132.24;249.5;37.5
2020-09-29 19;137.14;249.5;37.5
2020-09-29 20;136.34;249.5;37.5
2020-09-29 21;135.72;249.5;37.5
2020-09-29 22;132.42;249.5;37.5
2020-09-29 23;86.59;249.5;37.5
2020-09-30 00;65.19;249.5;37.5
2020-09-30 01;39.63;249.5;37.5
2020-09-30 02;33.81;249.5;37.5
2020-09-30 03;8.79;249.5;37.5
2020-09-30 04;0;249.5;37.5
2020-09-30 05;0;249.5;37.5
2020-09-30 06;0;249.5;37.5
2020-09-30 07;0;249.5;37.5
2020-09-30 08;29.52;249.5;37.5
2020-09-30 09;84.08;249.5;37.5
2020-09-30 10;79.45;249.5;37.5
2020-09-30 11;60.37;249.5;37.5
2020-09-30 12;37.89;249.5;37.5
2020-09-30 13;8;249.5;37.5
2020-09-30 14;0;249.5;37.5
2020-09-30 15;1.36;249.5;37.5
2020-09-30 16;59.92;249.5;37.5
2020-09-30 17;36.84;249.5;37.5
2020-09-30 18;1.93;249.5;37.5
2020-09-30 19;0;249.5;37.5
2020-09-30 20;0;249.5;37.5
2020-09-30 21;0;249.5;37.5
2020-09-30 22;0;249.5;37.5
2020-09-30 23;0;249.5;37.5
2020-10-01 00;0;249.5;37.5
2020-10-01 01;0;249.5;37.5
2020-10-01 02;0;249.5;37.5
2020-10-01 03;0;249.5;37.5
2020-10-01 04;0;249.5;37.5
2020-10-01 05;0;249.5;37.5
2020-10-01 06;0;249.5;37.5
2020-10-01 07;0;249.5;37.5
2020-10-01 08;16.82;249.5;37.5
2020-10-01 09;64.65;249.5;37.5
2020-10-01 10;90.68;249.5;37.5
2020-10-01 11;88.73;249.5;37.5
2020-10-01 12;89.08;249.5;37.5
2020-10-01 13;83.63;249.5;37.5
2020-10-01 14;58.61;249.5;37.5
2020-10-01 15;23.12;249.5;37.5
2020-10-01 16;29.66;249.5;37.5
2020-10-01 17;26.05;249.5;37.5
2020-10-01 18;7.47;249.5;37.5
2020-10-01 19;0;249.5;37.5
2020-10-01 20;0;249.5;37.5
2020-10-01 21;0;249.5;37.5
2020-10-01 22;1.37;249.5;37.5
2020-10-01 23;28.7;249.5;37.5
2020-10-02 00;57.46;249.5;37.5
2020-10-02 01;63.18;249.5;37.5
2020-10-02 02;68.24;249.5;37.5
2020-10-02 03;68.15;249.5;37.5
2020-10-02 04;65.8;249.5;37.5
2020-10-02 05;41.65;249.5;37.5
2020-10-02 06;0;249.5;37.5
2020-10-02 07;0;249.5;37.5
2020-10-02 08;0;249.5;37.5
2020-10-02 09;0;249.5;37.5
2020-10-02 10;0;249.5;37.5
2020-10-02 11;0.22;249.5;37.5
2020-10-02 12;29.28;249.5;37.5
2020-10-02 13;33.63;249.5;37.5
2020-10-02 14;33.36;249.5;37.5
2020-10-02 15;21.19;249.5;37.5
2020-10-02 16;0;249.5;37.5
2020-10-02 17;0;249.5;37.5
2020-10-02 18;0;249.5;37.5
2020-10-02 19;0;249.5;37.5
2020-10-02 20;0;249.5;37.5
2020-10-02 21;0;249.5;37.5
2020-10-02 22;0;249.5;37.5
2020-10-02 23;0;249.5;37.5
2020-10-03 00;0;249.5;37.5
2020-10-03 01;0;249.5;37.5
2020-10-03 02;0;249.5;37.5
2020-10-03 03;0;249.5;37.5
2020-10-03 04;11.11;249.5;37.5
2020-10-03 05;5.66;249.5;37.5
2020-10-03 06;0;249.5;37.5
2020-10-03 07;0;249.5;37.5
2020-10-03 08;35.74;249.5;37.5
2020-10-03 09;114.75;249.5;37.5
2020-10-03 10;180.23;249.5;37.5
2020-10-03 11;224.71;249.5;37.5
2020-10-03 12;229.42;249.5;37.5
2020-10-03 13;229.44;249.5;37.5
2020-10-03 14;226.92;249.5;37.5
2020-10-03 15;224.95;249.5;37.5
2020-10-03 16;218.4;249.5;37.5
2020-10-03 17;152.81;249.5;37.5
2020-10-03 18;142.02;249.5;37.5
2020-10-03 19;147.81;249.5;37.5
2020-10-03 20;125.05;249.5;37.5
2020-10-03 21;105.34;249.5;37.5
2020-10-03 22;93.31;249.5;37.5
2020-10-03 23;93.44;249.5;37.5
2020-10-04 00;91.56;249.5;37.5
2020-10-04 01;54.78;249.5;37.5
2020-10-04 02;17.61;249.5;37.5
2020-10-04 03;0;249.5;37.5
2020-10-04 04;0;249.5;37.5
2020-10-04 05;0;249.5;37.5
2020-10-04 06;0;249.5;37.5
2020-10-04 07;1.22;249.5;37.5
2020-10-04 08;105.74;249.5;37.5
2020-10-04 09;172.38;249.5;37.5
2020-10-04 10;137.19;249.5;37.5
2020-10-04 11;136.37;249.5;37.5
2020-10-04 12;136.78;249.5;37.5
2020-10-04 13;138.11;249.5;37.5
2020-10-04 14;137.3;249.5;37.5
2020-10-04 15;136.96;249.5;37.5
2020-10-04 16;164.76;249.5;37.5
2020-10-04 17;111.81;249.5;37.5
2020-10-04 18;91.58;249.5;37.5
2020-10-04 19;93.06;249.5;37.5
2020-10-04 20;92.53;249.5;37.5
2020-10-04 21;92.3;249.5;37.5
2020-10-04 22;92.59;249.5;37.5
2020-10-04 23;71.43;249.5;37.5
2020-10-05 00;34.29;249.5;37.5
2020-10-05 01;8.32;249.5;37.5
2020-10-05 02;0;249.5;37.5
2020-10-05 03;0;249.5;37.5
2020-10-05 04;0;249.5;37.5
2020-10-05 05;0;249.5;37.5
2020-10-05 06;0;249.5;37.5
2020-10-05 07;0;249.5;37.5
2020-10-05 08;46.02;249.5;37.5
2020-10-05 09;160.4;249.5;37.5
2020-10-05 10;214.59;249.5;37.5
2020-10-05 11;216.85;249.5;37.5
2020-10-05 12;195.6;249.5;37.5
2020-10-05 13;165.98;249.5;37.5
2020-10-05 14;152.41;249.5;37.5
2020-10-05 15;170.34;249.5;37.5
2020-10-05 16;161.37;249.5;37.5
2020-10-05 17;129.88;249.5;37.5
2020-10-05 18;119.96;249.5;37.5
2020-10-05 19;79.14;249.5;37.5
2020-10-05 20;34.38;249.5;37.5
2020-10-05 21;4.04;249.5;37.5
2020-10-05 22;0;249.5;37.5
2020-10-05 23;0;249.5;37.5
2020-10-06 00;0;249.5;37.5
2020-10-06 01;0;249.5;37.5
2020-10-06 02;0;249.5;37.5
2020-10-06 03;0;249.5;37.5
2020-10-06 04;0;249.5;37.5
2020-10-06 05;0;249.5;37.5
2020-10-06 06;0;249.5;37.5
2020-10-06 07;0;249.5;37.5
2020-10-06 08;76.61;249.5;37.5
2020-10-06 09;223.42;249.5;37.5
2020-10-06 10;227.05;249.5;37.5
2020-10-06 11;228.11;249.5;37.5
2020-10-06 12;229.65;249.5;37.5
2020-10-06 13;230.78;249.5;37.5
2020-10-06 14;232.77;249.5;37.5
2020-10-06 15;230.39;249.5;37.5
2020-10-06 16;223.71;249.5;37.5
2020-10-06 17;154.14;249.5;37.5
2020-10-06 18;131.19;249.5;37.5
2020-10-06 19;124.31;249.5;37.5
2020-10-06 20;118.84;249.5;37.5
2020-10-06 21;92.63;249.5;37.5
2020-10-06 22;43.85;249.5;37.5
2020-10-06 23;34.17;249.5;37.5
2020-10-07 00;34.08;249.5;37.5
2020-10-07 01;29.42;249.5;37.5
2020-10-07 02;0;249.5;37.5
2020-10-07 03;0;249.5;37.5
2020-10-07 04;0;249.5;37.5
2020-10-07 05;0;249.5;37.5
2020-10-07 06;0;249.5;37.5
2020-10-07 07;0;249.5;37.5
2020-10-07 08;82.98;249.5;37.5
2020-10-07 09;216.28;249.5;37.5
2020-10-07 10;229.43;249.5;37.5
2020-10-07 11;231.47;249.5;37.5
2020-10-07 12;233.01;249.5;37.5
2020-10-07 13;229.79;249.5;37.5
2020-10-07 14;231.13;249.5;37.5
2020-10-07 15;231.56;249.5;37.5
2020-10-07 16;225.28;249.5;37.5
2020-10-07 17;149.78;249.5;37.5
2020-10-07 18;125.72;249.5;37.5
2020-10-07 19;119.32;249.5;37.5
2020-10-07 20;116.27;249.5;37.5
2020-10-07 21;95.57;249.5;37.5
2020-10-07 22;89.32;249.5;37.5
2020-10-07 23;39.42;249.5;37.5
2020-10-08 00;17.11;249.5;37.5
2020-10-08 01;0;249.5;37.5
2020-10-08 02;0;249.5;37.5
2020-10-08 03;0;249.5;37.5
2020-10-08 04;0;249.5;37.5
2020-10-08 05;0;249.5;37.5
2020-10-08 06;0;249.5;37.5
2020-10-08 07;0;249.5;37.5
2020-10-08 08;90.35;249.5;37.5
2020-10-08 09;209.94;249.5;37.5
2020-10-08 10;230.18;249.5;37.5
2020-10-08 11;229.14;249.5;37.5
2020-10-08 12;231.72;249.5;37.5
2020-10-08 13;231.01;249.5;37.5
2020-10-08 14;171.36;249.5;37.5
2020-10-08 15;113.32;249.5;37.5
2020-10-08 16;208.85;249.5;37.5
2020-10-08 17;131.28;249.5;37.5
2020-10-08 18;117.6;249.5;37.5
2020-10-08 19;88.51;249.5;37.5
2020-10-08 20;61.69;249.5;37.5
2020-10-08 21;36.05;249.5;37.5
2020-10-08 22;34.57;249.5;37.5
2020-10-08 23;3.72;249.5;37.5
2020-10-09 00;0;249.5;37.5
2020-10-09 01;0;249.5;37.5
2020-10-09 02;0;249.5;37.5
2020-10-09 03;0;249.5;37.5
2020-10-09 04;0;249.5;37.5
2020-10-09 05;0;249.5;37.5
2020-10-09 06;0;249.5;37.5
2020-10-09 07;0;249.5;37.5
2020-10-09 08;8.93;249.5;37.5
2020-10-09 09;85.67;249.5;37.5
2020-10-09 10;132.71;249.5;37.5
2020-10-09 11;122.68;249.5;37.5
2020-10-09 12;140.84;249.5;37.5
2020-10-09 13;126.85;249.5;37.5
2020-10-09 14;105.52;249.5;37.5
2020-10-09 15;111.65;249.5;37.5
2020-10-09 16;112.37;249.5;37.5
2020-10-09 17;68.56;249.5;37.5
2020-10-09 18;6.5;249.5;37.5
2020-10-09 19;0;249.5;37.5
2020-10-09 20;0;249.5;37.5
2020-10-09 21;0;249.5;37.5
2020-10-09 22;0;249.5;37.5
2020-10-09 23;0;249.5;37.5
2020-10-10 00;0;249.5;37.5
2020-10-10 01;0;249.5;37.5
2020-10-10 02;0;249.5;37.5
2020-10-10 03;0;249.5;37.5
2020-10-10 04;0;249.5;37.5
2020-10-10 05;0;249.5;37.5
2020-10-10 06;0;249.5;37.5
2020-10-10 07;0;249.5;37.5
2020-10-10 08;26.47;249.5;37.5
2020-10-10 09;153.87;249.5;37.5
2020-10-10 10;226.67;249.5;37.5
2020-10-10 11;214.87;249.5;37.5
2020-10-10 12;206.77;249.5;37.5
2020-10-10 13;190.84;249.5;37.5
2020-10-10 14;154.92;249.5;37.5
2020-10-10 15;147.05;249.5;37.5
2020-10-10 16;139.17;249.5;37.5
2020-10-10 17;115.54;249.5;37.5
2020-10-10 18;103.13;249.5;37.5
2020-10-10 19;44.9;249.5;37.5
2020-10-10 20;24.25;249.5;37.5
2020-10-10 21;0;249.5;37.5
2020-10-10 22;0;249.5;37.5
2020-10-10 23;0;249.5;37.5
2020-10-11 00;0;249.5;37.5
2020-10-11 01;0;249.5;37.5
2020-10-11 02;0;249.5;37.5
2020-10-11 03;0;249.5;37.5
2020-10-11 04;0;249.5;37.5
2020-10-11 05;0;249.5;37.5
2020-10-11 06;0;249.5;37.5
2020-10-11 07;0;249.5;37.5
2020-10-11 08;54.5;249.5;37.5
2020-10-11 09;171.71;249.5;37.5
2020-10-11 10;183.46;249.5;37.5
2020-10-11 11;182.24;249.5;37.5
2020-10-11 12;178.22;249.5;37.5
2020-10-11 13;135.52;249.5;37.5
2020-10-11 14;128.98;249.5;37.5
2020-10-11 15;94.59;249.5;37.5
2020-10-11 16;165.75;249.5;37.5
2020-10-11 17;121.66;249.5;37.5
2020-10-11 18;105.34;249.5;37.5
2020-10-11 19;82.22;249.5;37.5
2020-10-11 20;64.95;249.5;37.5
2020-10-11 21;46.08;249.5;37.5
2020-10-11 22;8.26;249.5;37.5
2020-10-11 23;0;249.5;37.5
2020-10-12 00;0;249.5;37.5
2020-10-12 01;0;249.5;37.5
2020-10-12 02;0;249.5;37.5
2020-10-12 03;0;249.5;37.5
2020-10-12 04;0;249.5;37.5
2020-10-12 05;0;249.5;37.5
2020-10-12 06;0;249.5;37.5
2020-10-12 07;0;249.5;37.5
2020-10-12 08;71.56;249.5;37.5
2020-10-12 09;180.62;249.5;37.5
2020-10-12 10;183;249.5;37.5
2020-10-12 11;182.87;249.5;37.5
2020-10-12 12;183.8;249.5;37.5
2020-10-12 13;185.72;249.5;37.5
2020-10-12 14;185.09;249.5;37.5
2020-10-12 15;184.49;249.5;37.5
2020-10-12 16;177.56;249.5;37.5
2020-10-12 17;127.42;249.5;37.5
2020-10-12 18;118.62;249.5;37.5
2020-10-12 19;121.76;249.5;37.5
2020-10-12 20;124.06;249.5;37.5
2020-10-12 21;101.68;249.5;37.5
2020-10-12 22;92.79;249.5;37.5
2020-10-12 23;48;249.5;37.5
2020-10-13 00;34.54;249.5;37.5
2020-10-13 01;33.92;249.5;37.5
2020-10-13 02;21.13;249.5;37.5
2020-10-13 03;0;249.5;37.5
2020-10-13 04;0;249.5;37.5
2020-10-13 05;0;249.5;37.5
2020-10-13 06;0;249.5;37.5
2020-10-13 07;0;249.5;37.5
2020-10-13 08;82.4;249.5;37.5
2020-10-13 09;168.55;249.5;37.5
2020-10-13 10;180.04;249.5;37.5
2020-10-13 11;182.09;249.5;37.5
2020-10-13 12;183.72;249.5;37.5
2020-10-13 13;167.81;249.5;37.5
2020-10-13 14;158.94;249.5;37.5
2020-10-13 15;155.27;249.5;37.5
2020-10-13 16;171.71;249.5;37.5
2020-10-13 17;112.85;249.5;37.5
2020-10-13 18;90.74;249.5;37.5
2020-10-13 19;91.75;249.5;37.5
2020-10-13 20;92.08;249.5;37.5
2020-10-13 21;91.91;249.5;37.5
2020-10-13 22;60.19;249.5;37.5
2020-10-13 23;33.97;249.5;37.5
2020-10-14 00;34.12;249.5;37.5
2020-10-14 01;8.63;249.5;37.5
2020-10-14 02;0;249.5;37.5
2020-10-14 03;0;249.5;37.5
2020-10-14 04;0;249.5;37.5
2020-10-14 05;0;249.5;37.5
2020-10-14 06;0;249.5;37.5
2020-10-14 07;0;249.5;37.5
2020-10-14 08;73.51;249.5;37.5
2020-10-14 09;136.49;249.5;37.5
2020-10-14 10;144.03;249.5;37.5
2020-10-14 11;170.19;249.5;37.5
2020-10-14 12;183.41;249.5;37.5
2020-10-14 13;184.97;249.5;37.5
2020-10-14 14;184.78;249.5;37.5
2020-10-14 15;182.84;249.5;37.5
2020-10-14 16;169.15;249.5;37.5
2020-10-14 17;123.22;249.5;37.5
2020-10-14 18;120.41;249.5;37.5
2020-10-14 19;100.97;249.5;37.5
2020-10-14 20;80.86;249.5;37.5
2020-10-14 21;37.6;249.5;37.5
2020-10-14 22;33.86;249.5;37.5
2020-10-14 23;21.8;249.5;37.5
2020-10-15 00;0;249.5;37.5
2020-10-15 01;0;249.5;37.5
2020-10-15 02;0;249.5;37.5
2020-10-15 03;0;249.5;37.5
2020-10-15 04;0;249.5;37.5
2020-10-15 05;0;249.5;37.5
2020-10-15 06;0;249.5;37.5
2020-10-15 07;0;249.5;37.5
2020-10-15 08;7.59;249.5;37.5
2020-10-15 09;48.5;249.5;37.5
2020-10-15 10;155.28;249.5;37.5
2020-10-15 11;180.98;249.5;37.5
2020-10-15 12;183.47;249.5;37.5
2020-10-15 13;181.22;249.5;37.5
2020-10-15 14;148.63;249.5;37.5
2020-10-15 15;73.59;249.5;37.5
2020-10-15 16;143.53;249.5;37.5
2020-10-15 17;119.84;249.5;37.5
2020-10-15 18;95.44;249.5;37.5
2020-10-15 19;46.7;249.5;37.5
2020-10-15 20;34.06;249.5;37.5
2020-10-15 21;25.04;249.5;37.5
2020-10-15 22;0;249.5;37.5
2020-10-15 23;0;249.5;37.5
2020-10-16 00;0;249.5;37.5
2020-10-16 01;0;249.5;37.5
2020-10-16 02;0;249.5;37.5
2020-10-16 03;0;249.5;37.5
2020-10-16 04;0;249.5;37.5
2020-10-16 05;0;249.5;37.5
2020-10-16 06;0;249.5;37.5
2020-10-16 07;0;249.5;37.5
2020-10-16 08;58;249.5;37.5
2020-10-16 09;173.15;249.5;37.5
2020-10-16 10;181.95;249.5;37.5
2020-10-16 11;184.18;249.5;37.5
2020-10-16 12;181.97;249.5;37.5
2020-10-16 13;181.3;249.5;37.5
2020-10-16 14;181.71;249.5;37.5
2020-10-16 15;181.1;249.5;37.5
2020-10-16 16;166.75;249.5;37.5
2020-10-16 17;116.57;249.5;37.5
2020-10-16 18;116.4;249.5;37.5
2020-10-16 19;118.2;249.5;37.5
2020-10-16 20;94;249.5;37.5
2020-10-16 21;37.97;249.5;37.5
2020-10-16 22;34.63;249.5;37.5
2020-10-16 23;25.8;249.5;37.5
2020-10-17 00;0;249.5;37.5
2020-10-17 01;0;249.5;37.5
2020-10-17 02;0;249.5;37.5
2020-10-17 03;0;249.5;37.5
2020-10-17 04;0;249.5;37.5
2020-10-17 05;0;249.5;37.5
2020-10-17 06;0;249.5;37.5
2020-10-17 07;0;249.5;37.5
2020-10-17 08;65.67;249.5;37.5
2020-10-17 09;160.52;249.5;37.5
2020-10-17 10;169.37;249.5;37.5
2020-10-17 11;176.01;249.5;37.5
2020-10-17 12;173.1;249.5;37.5
2020-10-17 13;169.64;249.5;37.5
2020-10-17 14;178.89;249.5;37.5
2020-10-17 15;175.13;249.5;37.5
2020-10-17 16;169.47;249.5;37.5
2020-10-17 17;110.82;249.5;37.5
2020-10-17 18;93.56;249.5;37.5
2020-10-17 19;91.69;249.5;37.5
2020-10-17 20;91.55;249.5;37.5
2020-10-17 21;46.68;249.5;37.5
2020-10-17 22;35.22;249.5;37.5
2020-10-17 23;35.15;249.5;37.5
2020-10-18 00;0;249.5;37.5
2020-10-18 01;0;249.5;37.5
2020-10-18 02;0;249.5;37.5
2020-10-18 03;0;249.5;37.5
2020-10-18 04;0;249.5;37.5
2020-10-18 05;0;249.5;37.5
2020-10-18 06;0;249.5;37.5
2020-10-18 07;0;249.5;37.5
2020-10-18 08;51.18;249.5;37.5
2020-10-18 09;153.19;249.5;37.5
2020-10-18 10;175.44;249.5;37.5
2020-10-18 11;178.26;249.5;37.5
2020-10-18 12;167.31;249.5;37.5
2020-10-18 13;172.83;249.5;37.5
2020-10-18 14;179.36;249.5;37.5
2020-10-18 15;168.44;249.5;37.5
2020-10-18 16;131.07;249.5;37.5
2020-10-18 17;83.61;249.5;37.5
2020-10-18 18;87.18;249.5;37.5
2020-10-18 19;85.85;249.5;37.5
2020-10-18 20;38.27;249.5;37.5
2020-10-18 21;33.68;249.5;37.5
2020-10-18 22;0;249.5;37.5
2020-10-18 23;0;249.5;37.5
2020-10-19 00;0;249.5;37.5
2020-10-19 01;0;249.5;37.5
2020-10-19 02;0;249.5;37.5
2020-10-19 03;0;249.5;37.5
2020-10-19 04;0;249.5;37.5
2020-10-19 05;0;249.5;37.5
2020-10-19 06;0;249.5;37.5
2020-10-19 07;0;249.5;37.5
2020-10-19 08;12.88;249.5;37.5
2020-10-19 09;94.77;249.5;37.5
2020-10-19 10;144.98;249.5;37.5
2020-10-19 11;143.83;249.5;37.5
2020-10-19 12;138.64;249.5;37.5
2020-10-19 13;140.04;249.5;37.5
2020-10-19 14;142.98;249.5;37.5
2020-10-19 15;115.03;249.5;37.5
2020-10-19 16;57.08;249.5;37.5
2020-10-19 17;27.18;249.5;37.5
2020-10-19 18;34.04;249.5;37.5
2020-10-19 19;33.47;249.5;37.5
2020-10-19 20;4.53;249.5;37.5
2020-10-19 21;0;249.5;37.5
2020-10-19 22;0;249.5;37.5
2020-10-19 23;0;249.5;37.5
2020-10-20 00;0;249.5;37.5
2020-10-20 01;0;249.5;37.5
2020-10-20 02;0;249.5;37.5
2020-10-20 03;0;249.5;37.5
2020-10-20 04;0;249.5;37.5
2020-10-20 05;0;249.5;37.5
2020-10-20 06;0;249.5;37.5
2020-10-20 07;0;249.5;37.5
2020-10-20 08;0;249.5;37.5
2020-10-20 09;0;249.5;37.5
2020-10-20 10;0;249.5;37.5
2020-10-20 11;0;249.5;37.5
2020-10-20 12;0;249.5;37.5
2020-10-20 13;0;249.5;37.5
2020-10-20 14;0;249.5;37.5
2020-10-20 15;0;249.5;37.5
2020-10-20 16;0;249.5;37.5
2020-10-20 17;0;249.5;37.5
2020-10-20 18;0;249.5;37.5
2020-10-20 19;0;249.5;37.5
2020-10-20 20;0;249.5;37.5
2020-10-20 21;0;249.5;37.5
2020-10-20 22;0;249.5;37.5
2020-10-20 23;0;249.5;37.5
2020-10-21 00;0;249.5;37.5
2020-10-21 01;0;249.5;37.5
2020-10-21 02;0;249.5;37.5
2020-10-21 03;0;249.5;37.5
2020-10-21 04;0;249.5;37.5
2020-10-21 05;0;249.5;37.5
2020-10-21 06;0;249.5;37.5
2020-10-21 07;0;249.5;37.5
2020-10-21 08;1.44;249.5;37.5
2020-10-21 09;24.62;249.5;37.5
2020-10-21 10;33.69;249.5;37.5
2020-10-21 11;31.04;249.5;37.5
2020-10-21 12;23.66;249.5;37.5
2020-10-21 13;13.65;249.5;37.5
2020-10-21 14;0;249.5;37.5
2020-10-21 15;0;249.5;37.5
2020-10-21 16;0;249.5;37.5
2020-10-21 17;0;249.5;37.5
2020-10-21 18;0;249.5;37.5
2020-10-21 19;0;249.5;37.5
2020-10-21 20;0;249.5;37.5
2020-10-21 21;0;249.5;37.5
2020-10-21 22;0;249.5;37.5
2020-10-21 23;0;249.5;37.5
2020-10-22 00;0;249.5;37.5
2020-10-22 01;0;249.5;37.5
2020-10-22 02;0;249.5;37.5
2020-10-22 03;0;249.5;37.5
2020-10-22 04;0;249.5;37.5
2020-10-22 05;0;249.5;37.5
2020-10-22 06;0;249.5;37.5
2020-10-22 07;0;249.5;37.5
2020-10-22 08;0;249.5;37.5
2020-10-22 09;0;249.5;37.5
2020-10-22 10;0;249.5;37.5
2020-10-22 11;0;249.5;37.5
2020-10-22 12;0;249.5;37.5
2020-10-22 13;0;249.5;37.5
2020-10-22 14;0;249.5;37.5
2020-10-22 15;0;249.5;37.5
2020-10-22 16;0;249.5;37.5
2020-10-22 17;0;249.5;37.5
2020-10-22 18;0;249.5;37.5
2020-10-22 19;0;249.5;37.5
2020-10-22 20;0;249.5;37.5
2020-10-22 21;0;249.5;37.5
2020-10-22 22;0;249.5;37.5
2020-10-22 23;0;249.5;37.5
2020-10-23 00;0;249.5;37.5
2020-10-23 01;0;249.5;37.5
2020-10-23 02;0;249.5;37.5
2020-10-23 03;0;249.5;37.5
2020-10-23 04;0;249.5;37.5
2020-10-23 05;0;249.5;37.5
2020-10-23 06;0;249.5;37.5
2020-10-23 07;0;249.5;37.5
2020-10-23 08;0;249.5;37.5
2020-10-23 09;10.76;249.5;37.5
2020-10-23 10;18.37;249.5;37.5
2020-10-23 11;25.84;249.5;37.5
2020-10-23 12;33.76;249.5;37.5
2020-10-23 13;5.56;249.5;37.5
2020-10-23 14;14.47;249.5;37.5
2020-10-23 15;45.75;249.5;37.5
2020-10-23 16;42.69;249.5;37.5
2020-10-23 17;24.02;249.5;37.5
2020-10-23 18;3.25;249.5;37.5
2020-10-23 19;0;249.5;37.5
2020-10-23 20;0;249.5;37.5
2020-10-23 21;0;249.5;37.5
2020-10-23 22;0;249.5;37.5
2020-10-23 23;0;249.5;37.5
2020-10-24 00;0;249.5;37.5
2020-10-24 01;0;249.5;37.5
2020-10-24 02;0;249.5;37.5
2020-10-24 03;0;249.5;37.5
2020-10-24 04;0;249.5;37.5
2020-10-24 05;0;249.5;37.5
2020-10-24 06;0;249.5;37.5
2020-10-24 07;0;249.5;37.5
2020-10-24 08;11.62;249.5;37.5
2020-10-24 09;67.27;249.5;37.5
2020-10-24 10;92.71;249.5;37.5
2020-10-24 11;110.45;249.5;37.5
2020-10-24 12;110.96;249.5;37.5
2020-10-24 13;114.22;249.5;37.5
2020-10-24 14;122.39;249.5;37.5
2020-10-24 15;126.79;249.5;37.5
2020-10-24 16;102.35;249.5;37.5
2020-10-24 17;52.18;249.5;37.5
2020-10-24 18;52.31;249.5;37.5
2020-10-24 19;51.32;249.5;37.5
2020-10-24 20;38.29;249.5;37.5
2020-10-24 21;33.34;249.5;37.5
2020-10-24 22;33.55;249.5;37.5
2020-10-24 23;33.53;249.5;37.5
2020-10-25 00;33.06;249.5;37.5
2020-10-25 01;0;249.5;37.5
2020-10-25 02;0;249.5;37.5
2020-10-25 03;0;249.5;37.5
2020-10-25 04;0;249.5;37.5
2020-10-25 05;0;249.5;37.5
2020-10-25 06;0;249.5;37.5
2020-10-25 07;0;249.5;37.5
2020-10-25 08;9.85;249.5;37.5
2020-10-25 09;66.73;249.5;37.5
2020-10-25 10;88.29;249.5;37.5
2020-10-25 11;88.72;249.5;37.5
2020-10-25 12;86.61;249.5;37.5
2020-10-25 13;87.06;249.5;37.5
2020-10-25 14;88.63;249.5;37.5
2020-10-25 15;87.98;249.5;37.5
2020-10-25 16;74.67;249.5;37.5
2020-10-25 17;48.3;249.5;37.5
2020-10-25 18;34.78;249.5;37.5
2020-10-25 19;34.4;249.5;37.5
2020-10-25 20;8.6;249.5;37.5
2020-10-25 21;0;249.5;37.5
2020-10-25 22;0;249.5;37.5
2020-10-25 23;0;249.5;37.5
2020-10-26 00;0;249.5;37.5
2020-10-26 01;0;249.5;37.5
2020-10-26 02;0;249.5;37.5
2020-10-26 03;0;249.5;37.5
2020-10-26 04;0;249.5;37.5
2020-10-26 05;0;249.5;37.5
2020-10-26 06;0;249.5;37.5
2020-10-26 07;0;249.5;37.5
2020-10-26 08;5.11;249.5;37.5
2020-10-26 09;57.56;249.5;37.5
2020-10-26 10;84.79;249.5;37.5
2020-10-26 11;95.14;249.5;37.5
2020-10-26 12;99.97;249.5;37.5
2020-10-26 13;97.15;249.5;37.5
2020-10-26 14;100.64;249.5;37.5
2020-10-26 15;98.91;249.5;37.5
2020-10-26 16;91.64;249.5;37.5
2020-10-26 17;56.61;249.5;37.5
2020-10-26 18;57.58;249.5;37.5
2020-10-26 19;50.03;249.5;37.5
2020-10-26 20;34.49;249.5;37.5
2020-10-26 21;0;249.5;37.5
2020-10-26 22;0;249.5;37.5
2020-10-26 23;0;249.5;37.5
2020-10-27 00;0;249.5;37.5
2020-10-27 01;0;249.5;37.5
2020-10-27 02;0;249.5;37.5
2020-10-27 03;0;249.5;37.5
2020-10-27 04;0;249.5;37.5
2020-10-27 05;0;249.5;37.5
2020-10-27 06;0;249.5;37.5
2020-10-27 07;0;249.5;37.5
2020-10-27 08;6.48;249.5;37.5
2020-10-27 09;70.63;249.5;37.5
2020-10-27 10;86.88;249.5;37.5
2020-10-27 11;79.6;249.5;37.5
2020-10-27 12;96.86;249.5;37.5
2020-10-27 13;87.81;249.5;37.5
2020-10-27 14;118.68;249.5;37.5
2020-10-27 15;126.62;249.5;37.5
2020-10-27 16;114.31;249.5;37.5
2020-10-27 17;62.52;249.5;37.5
2020-10-27 18;54.79;249.5;37.5
2020-10-27 19;39.13;249.5;37.5
2020-10-27 20;34.09;249.5;37.5
2020-10-27 21;8.23;249.5;37.5
2020-10-27 22;0;249.5;37.5
2020-10-27 23;0;249.5;37.5
2020-10-28 00;0;249.5;37.5
2020-10-28 01;0;249.5;37.5
2020-10-28 02;0;249.5;37.5
2020-10-28 03;0;249.5;37.5
2020-10-28 04;0;249.5;37.5
2020-10-28 05;0;249.5;37.5
2020-10-28 06;0;249.5;37.5
2020-10-28 07;0;249.5;37.5
2020-10-28 08;7.44;249.5;37.5
2020-10-28 09;50.19;249.5;37.5
2020-10-28 10;39.57;249.5;37.5
2020-10-28 11;51.76;249.5;37.5
2020-10-28 12;95.34;249.5;37.5
